City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,wewak,-3.5534,143.6268,301.9,79,99,0.54,PG,1712363923
367,mahina,-17.5065,-149.489,304.02,74,40,5.66,PF,1712363923
368,mitsamiouli,-11.3847,43.2844,301.49,78,41,3.35,KM,1712363923
369,severo-yeniseyskiy,60.3725,93.0408,271.25,99,100,0.89,RU,1712363923
370,paka,4.6374,103.4368,296.11,94,20,0.0,MY,1712363923
371,kokstad,-30.5472,29.4241,285.35,98,100,1.54,ZA,1712363923
372,fish town,5.1964,-7.8756,296.92,98,100,1.39,LR,1712363923
373,puerto deseado,-47.7503,-65.8938,287.61,45,100,8.32,AR,1712363923
374,plouzane,48.3833,-4.6167,289.33,63,0,8.75,FR,1712363924
375,santana,-0.0583,-51.1817,302.25,84,0,2.57,BR,1712363924
376,saint-philippe,-21.3585,55.7679,297.92,86,7,0.85,RE,1712363924
377,rajin,42.2489,130.3003,285.54,35,0,2.38,KP,1712363924
378,lubny,50.0163,32.9969,281.71,54,100,3.49,UA,1712363764
379,zhangye,38.9342,100.4517,283.11,47,95,1.91,CN,1712363675
380,antonio enes,-16.2325,39.9086,299.88,83,0,0.88,MZ,1712363924
381,amos,48.5669,-78.1162,274.33,90,100,3.94,CA,1712363924
382,la'ie,21.6477,-157.9253,299.13,88,47,4.47,US,1712363925
383,balnearia,-31.0088,-62.6673,297.43,69,100,4.15,AR,1712363925
384,hanceville,34.0607,-86.7675,286.83,77,10,2.52,US,1712363925
385,akobo,7.4344,3.9497,296.0,90,100,2.47,NG,1712363925
386,bati,11.1833,40.0167,291.66,82,98,1.72,ET,1712363925
387,gorontalo,0.5412,123.0595,304.54,63,100,0.62,ID,1712363925
388,ebon,4.582,168.6964,300.2,82,99,7.76,MH,1712363925
389,i-n-salah,27.1935,2.4607,302.07,10,0,10.86,DZ,1712363925
390,lodja,-3.4833,23.4333,293.65,94,100,1.04,CD,1712363926
391,moyale,3.5167,39.0584,292.47,90,99,1.36,KE,1712363926
392,newman,37.3138,-121.0208,286.09,71,16,2.24,US,1712363926
393,freetown,8.484,-13.2299,300.99,78,40,3.09,SL,1712363926
394,saint-pierre,-21.3393,55.4781,297.97,83,0,2.06,RE,1712363926
395,palu,-0.8917,119.8707,304.91,60,56,0.47,ID,1712363926
396,ulanhot,46.0833,122.0833,282.82,39,10,7.25,CN,1712363926
397,fomboni,-12.28,43.7425,302.63,76,93,6.45,KM,1712363926
398,luderitz,-26.6481,15.1594,287.77,78,100,7.91,NA,1712363927
399,ocean shores,46.9737,-124.1563,285.62,67,0,6.17,US,1712363927
400,yarmouth,41.7057,-70.2286,279.41,74,100,7.6,US,1712363927
401,anchorage,61.2181,-149.9003,274.81,89,100,4.12,US,1712363792
402,dainville,50.281,2.726,288.55,86,100,5.82,FR,1712363927
403,motueka,-41.1333,173.0167,292.65,61,29,2.71,NZ,1712363927
404,dekina,7.6948,7.0222,299.47,84,100,2.69,NG,1712363927
405,taos,36.4072,-105.5731,291.37,15,75,11.83,US,1712363766
406,tromso,69.6496,18.957,267.16,58,100,4.12,NO,1712363702
407,the dalles,45.5946,-121.1787,285.67,51,0,8.75,US,1712363737
408,ola,59.5833,151.2833,267.12,74,29,0.79,RU,1712363928
409,sirte,31.2089,16.5887,289.67,74,0,3.59,LY,1712363928
410,ploneour-lanvern,47.9,-4.2833,289.33,67,0,8.23,FR,1712363928
411,saipan,15.1355,145.701,300.54,89,40,7.2,MP,1712363928
412,ailuk,10.2197,169.9797,300.29,74,96,8.72,MH,1712363928
413,angaur state,6.906,134.13,301.27,74,35,9.6,PW,1712363929
414,merta,26.65,74.0333,296.49,34,97,0.61,IN,1712363929
415,khambhaliya,22.2072,69.6683,298.14,71,100,3.65,IN,1712363929
416,tambacounda,13.7539,-13.7586,307.18,43,0,6.17,SN,1712363929
417,waiuku,-37.25,174.75,294.09,75,98,0.3,NZ,1712363907
418,tommot,58.9564,126.2925,259.82,90,100,4.51,RU,1712363929
419,umba,66.6871,34.3429,266.97,84,100,4.69,RU,1712363929
420,coahuayana de hidalgo,18.7,-103.6583,295.6,63,57,1.55,MX,1712363929
421,iskateley,67.6803,53.1512,259.83,93,59,4.47,RU,1712363930
422,sakchu-up,40.3894,125.0467,285.9,39,0,2.69,KP,1712363930
423,jose de freitas,-4.7564,-42.5756,297.88,95,100,1.72,BR,1712363674
424,aketi,2.7388,23.7833,295.37,100,100,1.05,CD,1712363930
425,sapucaia,-29.8333,-51.15,293.92,88,0,3.09,BR,1712363930
426,pacific grove,36.6177,-121.9166,286.6,65,40,7.2,US,1712363930
427,luganville,-15.5333,167.1667,300.87,86,100,5.34,VU,1712363930
428,saint-francois,46.4154,3.9054,288.84,41,0,6.69,FR,1712363930
429,berdigestyakh,62.0989,126.6992,256.03,86,100,3.46,RU,1712363930
430,cabedelo,-6.9811,-34.8339,299.52,80,24,3.99,BR,1712363931
431,rock springs,41.5875,-109.2029,285.84,20,75,9.77,US,1712363639
432,margate,51.3813,1.3862,288.64,85,100,4.47,GB,1712363931
433,namtsy,62.7161,129.6658,261.04,79,76,4.68,RU,1712363931
434,thisted,56.9552,8.6949,281.59,97,84,3.53,DK,1712363931
435,aguadas,5.6116,-75.4562,287.21,94,88,1.91,CO,1712363931
436,porbandar,21.6422,69.6093,298.87,72,100,4.21,IN,1712363931
437,missoula,47.0166,-113.8009,275.73,83,100,1.85,US,1712363302
438,broken hill,-31.95,141.4333,291.44,61,96,7.75,AU,1712363699
439,saskatoon,52.1168,-106.6345,285.14,46,100,4.63,CA,1712363471
440,magadan,59.5667,150.8,266.78,78,42,0.73,RU,1712363729
441,buala,-8.145,159.5921,303.25,73,39,2.67,SB,1712363932
442,pangkalanbuun,-2.6833,111.6167,299.25,91,100,0.77,ID,1712363932
443,cole harbour,44.6724,-63.4751,276.86,92,100,0.89,CA,1712363932
444,adrar,20.5022,-10.0711,300.21,13,9,3.08,MR,1712363932
445,colle di val d'elsa,43.4151,11.1314,286.74,100,41,1.8,IT,1712363933
446,tughyl,47.7252,84.2063,276.8,69,19,0.8,KZ,1712363933
447,nizhnevartovsk,60.9344,76.5531,275.16,80,0,4.0,RU,1712363933
448,island harbour,50.724,-1.2758,287.76,87,100,7.15,GB,1712363933
449,lucapa,-8.4192,20.7447,292.85,96,100,0.07,AO,1712363933
450,kertih,4.5141,103.4483,296.16,94,20,0.0,MY,1712363933
451,neftcala,39.3742,49.2472,285.16,75,100,3.02,AZ,1712363933
452,kudahuvadhoo,2.6708,72.8944,302.0,75,100,2.01,MV,1712363933
453,balsas,-7.5325,-46.0356,298.21,91,78,0.99,BR,1712363350
454,port hedland,-20.3167,118.5667,301.18,24,100,5.66,AU,1712363934
455,revda,56.801,59.9303,272.62,88,100,3.59,RU,1712363934
456,ciudad sabinas hidalgo,26.5,-100.1667,299.45,40,100,7.83,MX,1712363934
457,zlocieniec,53.5329,16.0113,282.53,92,13,4.76,PL,1712363934
458,mahibadhoo,3.7833,72.9667,302.1,73,100,1.62,MV,1712363934
459,takoradi,4.8845,-1.7554,300.26,85,60,2.17,GH,1712363934
460,tura,25.5198,90.2201,296.96,87,15,3.47,IN,1712363934
461,tafalla,42.5269,-1.6745,287.64,41,71,5.56,ES,1712363934
462,chu,43.5983,73.7614,283.13,65,100,1.52,KZ,1712363935
463,kutum,14.2,24.6667,296.74,17,100,4.11,SD,1712363935
464,smolyaninovo,43.2956,132.4675,282.85,62,4,3.74,RU,1712363935
465,areia branca,-4.9561,-37.1369,300.75,78,43,4.32,BR,1712363935
466,qarazhal,48.0078,70.7903,280.84,46,99,2.64,KZ,1712363935
467,manokwari,-0.8667,134.0833,300.67,81,98,2.06,ID,1712363821
468,settat,33.0007,-7.6204,292.05,23,81,4.73,MA,1712363935
469,cheremushki,52.8356,91.3944,280.25,87,100,1.37,RU,1712363935
470,tonghae,37.5439,129.1069,287.5,58,100,1.49,KR,1712363935
471,vadso,70.0744,29.7487,267.24,58,20,7.72,NO,1712363936
472,cooper's town,26.8667,-77.5167,294.99,46,0,3.73,BS,1712363936
473,sonoita,31.85,-112.8333,288.51,33,99,9.61,MX,1712363936
474,pul-e khumri,35.9446,68.7151,288.91,28,70,2.6,AF,1712363936
475,kiknur,57.3034,47.2011,268.79,64,48,5.9,RU,1712363936
476,maitum,6.0392,124.4986,303.64,57,100,2.19,PH,1712363936
477,labuan,5.2767,115.2417,302.35,89,20,0.51,MY,1712363936
478,colac,-38.3333,143.5833,291.58,79,94,2.83,AU,1712363936
479,murray bridge,-35.1167,139.2667,293.51,51,40,3.62,AU,1712363937
480,pingdingshan,33.7385,113.3012,288.69,64,53,2.25,CN,1712363937
481,muana,-1.5283,-49.2167,297.86,96,100,2.31,BR,1712363937
482,kokpekty,48.75,82.4,274.53,67,100,0.81,KZ,1712363937
483,chenzhou,25.8,113.0333,287.19,98,100,2.02,CN,1712363937
484,salym,60.0625,71.4789,271.68,91,100,4.68,RU,1712363937
485,aligudarz,33.4006,49.6949,282.13,56,0,0.69,IR,1712363938
486,katsuren-haebaru,26.3369,127.8719,295.36,95,100,3.09,JP,1712363938
487,scottburgh,-30.2867,30.7532,292.18,90,100,4.54,ZA,1712363938
488,waitara,-38.925,174.25,295.09,60,49,2.37,NZ,1712363938
489,guerrero negro,27.9769,-114.0611,289.03,51,100,9.36,MX,1712363938
490,galle,6.0367,80.217,299.5,87,86,1.52,LK,1712363938
491,dunedin,-45.8742,170.5036,288.04,72,40,2.68,NZ,1712363938
492,kuta,-8.7233,115.1723,301.12,83,20,4.12,ID,1712363938
493,kailua-kona,19.6406,-155.9956,301.13,82,40,6.69,US,1712363939
494,barcelos,41.5388,-8.6151,291.23,88,100,8.6,PT,1712363939
495,rodez,44.5,2.5833,286.97,47,0,8.23,FR,1712363939
496,yamada,39.4667,141.95,284.5,66,27,3.63,JP,1712363939
497,carlsbad,33.1581,-117.3506,288.2,64,75,7.2,US,1712363654
498,emerald,-23.5333,148.1667,293.34,99,100,4.31,AU,1712363711
499,malango,-2.9627,119.9001,298.83,76,57,1.06,ID,1712363940
500,oruro,-17.9833,-67.15,284.19,69,99,4.88,BO,1712363671
501,tsiombe,-25.3,45.4833,295.53,80,5,1.71,MG,1712363940
502,kerema,-7.9631,145.7785,302.69,72,100,3.56,PG,1712363940
503,labrador city,52.9463,-66.9114,270.1,75,75,4.12,CA,1712363940
504,musan-up,42.2261,129.2078,287.36,33,0,4.38,KP,1712363940
505,kirakira,-10.4544,161.9205,301.94,83,38,2.5,SB,1712363940
506,summerside,46.3959,-63.7876,278.22,93,100,3.6,CA,1712363941
507,ixtapa,20.7,-105.2,296.05,73,75,5.66,MX,1712363941
508,dawukou,39.0419,106.3958,286.04,32,70,0.94,CN,1712363941
509,la almunia de dona godina,41.4767,-1.3745,288.5,54,13,1.85,ES,1712363941
510,ankazoabo,-22.2833,44.5167,294.34,73,0,2.44,MG,1712363941
511,guilin,25.2819,110.2864,288.21,91,100,3.38,CN,1712363942
512,silver city,32.7701,-108.2803,289.47,26,67,8.49,US,1712363942
513,axim,4.8699,-2.2405,300.5,84,100,2.02,GH,1712363942
514,papao,-17.75,-149.55,303.97,75,53,1.95,PF,1712363942
515,moyynkum,44.2914,72.9469,283.59,69,100,2.84,KZ,1712363942
516,asaita,11.5636,41.4394,300.1,64,64,3.92,ET,1712363942
517,dobrush,52.4089,31.3237,281.24,87,100,2.31,BY,1712363943
518,port alfred,-33.5906,26.891,288.81,89,100,5.02,ZA,1712363943
519,palencia,42.4167,-4.5,289.7,43,100,11.42,ES,1712363943
520,la ronge,55.1001,-105.2842,284.29,28,40,5.66,CA,1712363943
521,soldato-aleksandrovskoye,44.2653,43.7561,283.27,74,75,3.7,RU,1712363943
522,coxim,-18.5067,-54.76,299.74,67,6,1.11,BR,1712363943
523,rongelap,11.1635,166.8941,300.33,74,28,9.37,MH,1712363944
524,korneuburg,48.35,16.3333,290.61,79,100,1.6,AT,1712363944
525,khamis mushait,18.3064,42.7292,289.49,88,0,0.0,SA,1712363944
526,kolonia,50.9333,6.95,288.68,81,20,3.09,DE,1712363886
527,essaouira,31.5125,-9.77,293.87,52,100,0.51,MA,1712363944
528,muang phon-hong,18.4928,102.4172,304.57,40,11,0.89,LA,1712363944
529,togur,58.3631,82.8265,276.56,95,11,2.24,RU,1712363944
530,forster,-32.1667,152.5167,299.42,68,0,1.29,AU,1712363945
531,akureyri,65.6835,-18.0878,270.11,68,100,2.57,IS,1712363945
532,sihanoukville,10.6093,103.5296,301.12,83,20,1.54,KH,1712363945
533,soria,41.6667,-2.6667,285.43,54,78,2.78,ES,1712363945
534,yamoussoukro,6.8206,-5.2767,300.09,83,0,3.09,CI,1712363945
535,sambava,-14.2667,50.1667,297.93,90,37,3.91,MG,1712363945
536,volchikha,52.0333,80.3833,280.92,72,29,1.79,RU,1712363946
537,katabu,-4.9333,122.5167,302.94,74,75,0.56,ID,1712363946
538,patterson,37.4716,-121.1297,286.01,71,10,2.87,US,1712363946
539,weno,7.4515,151.8468,303.12,74,75,4.63,FM,1712363946
540,talara,-4.5772,-81.2719,297.57,73,75,7.2,PE,1712363649
541,flying fish cove,-10.4217,105.6791,298.97,94,51,1.54,CX,1712363946
542,evanston,42.0411,-87.6901,280.44,52,20,5.66,US,1712363763
543,xacmaz,41.4635,48.806,284.3,55,100,2.01,AZ,1712363946
544,tamalous,36.8376,6.6402,291.14,53,84,3.64,DZ,1712363947
545,summerville,33.0185,-80.1757,291.12,55,0,2.57,US,1712363654
546,as sulayyil,20.4607,45.5779,296.29,31,100,5.78,SA,1712363947
547,toliara,-23.35,43.6667,296.58,86,0,1.99,MG,1712363795
548,menongue,-14.6585,17.691,291.16,97,97,1.41,AO,1712363947
549,cabo san lucas,22.8909,-109.9124,301.76,53,40,5.66,MX,1712363153
550,aral,40.5156,81.2636,282.94,46,40,6.52,CN,1712363947
551,plastun,44.7561,136.2939,283.79,33,1,2.37,RU,1712363948
552,bulgan,48.8125,103.5347,279.15,55,12,1.44,MN,1712363948
553,bodenwerder,51.9716,9.5193,287.99,95,100,2.03,DE,1712363948
554,turpan,42.9333,89.1667,287.48,25,36,1.48,CN,1712363948
555,massawa,15.6097,39.45,302.12,69,13,1.81,ER,1712363948
556,sullivan,36.5168,-82.5332,280.58,73,100,3.09,US,1712363948
557,shingu,33.7333,135.9833,289.55,78,100,2.42,JP,1712363948
558,akjoujt,19.6969,-14.4164,297.71,38,5,5.1,MR,1712363948
559,port isabel,26.0734,-97.2086,298.19,73,0,10.8,US,1712363657
560,mil'kovo,55.6078,37.7956,274.37,69,100,3.15,RU,1712363949
561,wanning,18.8003,110.3967,300.61,75,100,4.26,CN,1712363949
